5,4304,1223956721988
5,1173,1223956735038
5,517,1223956740216
5,510,1223956745348
5,478,1223956750155
5,457,1223956754865
5,470,1223956759499
5,457,1223956764075
5,465,1223956768724
5,447,1223956773321
5,449,1223956777850
5,449,1223956782364
5,463,1223956786871
5,465,1223956791490
5,456,1223956796256
5,467,1223956800798
5,459,1223956805441
5,444,1223956810022
5,491,1223956814490
5,460,1223956819508
5,446,1223956824047
5,458,1223956828508
5,443,1223956833102
5,448,1223956837561
5,457,1223956842170
5,454,1223956846748
5,449,1223956851256
5,451,1223956855785
5,449,1223956860302
5,439,1223956864678
5,453,1223956869182
5,445,1223956873724
5,454,1223956878290
5,450,1223956882804
5,452,1223956887327
5,445,1223956891822
5,451,1223956896339
5,453,1223956900828
5,456,1223956905379
5,456,1223956909995
5,442,1223956914499
5,471,1223956919145
5,484,1223956923979
5,452,1223956928610
5,449,1223956933127
5,454,1223956937595
5,468,1223956942262
5,459,1223956946945
5,458,1223956951499
5,450,1223956956078
5,461,1223956960641
5,462,1223956965391
5,457,1223956969884
5,465,1223956974548
5,452,1223956979201
5,461,1223956983681
5,453,1223956988382
5,1090,1223956999195
5,492,1223957004241
5,452,1223957008782
5,456,1223957013330
5,464,1223957017918
5,465,1223957022662
5,448,1223957027188
5,474,1223957031828
5,454,1223957036438
5,455,1223957041010
5,444,1223957045471
5,465,1223957050195
5,450,1223957054681
5,469,1223957059271
5,442,1223957063819
5,459,1223957068478
5,449,1223957072985
5,520,1223957078016
5,1456,1223957092093
5,1172,1223957103881
5,1149,1223957115361
5,1055,1223957126435
5,680,1223957133410
5,497,1223957138425
5,458,1223957142951
5,463,1223957147625
5,451,1223957152213
5,461,1223957156841
5,459,1223957161450
5,617,1223957167431
5,1183,1223957179287
5,1158,1223957190890
5,1155,1223957202450
5,1099,1223957213487
5,713,1223957220764
5,498,1223957225825
5,465,1223957230481
5,472,1223957235102
5,446,1223957239708
5,462,1223957244228
5,458,1223957248948
5,454,1223957253505
5,894,1223957262262
5,1150,1223957273305
5,1153,1223957284853
5,1150,1223957296388
5,953,1223957306413
5,1149,1223957317930
5,1148,1223957329422
5,1137,1223957340795
5,1144,1223957352268
5,931,1223957361610
5,1172,1223957373327
5,1227,1223957385142
5,1160,1223957396764
5,1047,1223957407724
5,1056,1223957417844
5,1154,1223957429810
5,1132,1223957440730
5,1141,1223957452579
5,950,1223957462182
5,1061,1223957472788
5,1221,1223957484555
5,1102,1223957496071
5,1526,1223957511327
5,763,1223957519185
5,502,1223957524213
5,469,1223957528948
5,473,1223957533296
5,1182,1223957544825
5,1166,1223957556465
5,1142,1223957568459
5,1133,1223957579804
5,802,1223957588007
5,640,1223957594265
5,1235,1223957606078
5,1151,1223957617662
5,1143,1223957629121
5,1036,1223957640007
5,660,1223957646782
5,490,1223957651724
5,1116,1223957662718
5,1148,1223957674228
5,938,1223957683613
5,535,1223957689191
5,871,1223957697268
5,1148,1223957708724
5,1155,1223957720345
5,1153,1223957732253
5,957,1223957741924
5,554,1223957747644
5,479,1223957752499
5,1076,1223957763093
5,1133,1223957774293
5,1117,1223957785585
